year,state,county,farms.full.owners,farms.part.owners,farms.managers,farms.tenants
1935,California,Monterey,1122,183,77,703
1935,California,Napa,1114,65,48,192
1935,California,Nevada,378,66,6,91
1935,California,Orange,4698,248,446,678
1935,California,Placer,1127,78,65,305
1935,California,Plumas,143,12,7,18
1935,California,Riverside,4261,489,377,1096
1935,California,Sacramento,3184,292,66,1064
1935,California,San Benito,619,129,63,181
1935,California,San Bernardino,6926,142,289,547
1935,California,San Diego,4603,289,298,887
1935,California,San Francisco,206,7,6,29
1935,California,San Joaquin,3799,671,195,1446
1935,California,San Luis Obispo,890,289,79,680
1935,California,San Mateo,441,56,18,341
1935,California,Santa Barbara,823,135,82,511
1935,California,Santa Clara,5327,219,372,1235
1935,California,Santa Cruz,1636,64,37,527
1935,California,Shasta,933,103,24,263
1935,California,Sierra,57,11,2,12
1935,California,Siskiyou,831,161,12,214
1935,California,Solano,1045,213,46,401
1935,California,Sonoma,5404,331,105,1243
1935,California,Stanislaus,4218,574,134,1569
1935,California,Sutter,1066,311,53,364
1935,California,Tehama,1083,260,19,372
1935,California,Trinity,283,15,3,43
1935,California,Tulare,4075,671,585,1515
1935,California,Tuolumne,310,60,2,73
1935,California,Ventura,1163,187,227,351
1935,California,Yolo,978,242,76,548
1935,California,Yuba,423,107,47,173
1935,Colorado,Adams,972,300,16,800
1935,Colorado,Alamosa,202,76,3,209
1935,Colorado,Arapahoe,773,189,20,553
1935,Colorado,Archuleta,254,26,5,106
1935,Colorado,Baca,541,463,7,794
1935,Colorado,Bent,343,141,1,414
1935,Colorado,Boulder,776,152,11,566
1935,Colorado,Chaffee,210,16,3,95
1935,Colorado,Cheyenne,196,171,4,300
1935,Colorado,Clear Creek,21,0,6,14
1935,Colorado,Conejos,541,245,3,264
1935,Colorado,Costilla,259,92,4,219
1935,Colorado,Crowley,138,127,4,337
1935,Colorado,Custer,229,41,0,137
1935,Colorado,Delta,1118,159,7,614
1935,Colorado,Denver,183,37,14,45
1935,Colorado,Dolores,167,34,0,56
1935,Colorado,Douglas,199,72,9,194
1935,Colorado,Eagle,240,47,7,99
1935,Colorado,Elbert,422,300,12,562
1935,Colorado,El Paso,558,281,17,597
1935,Colorado,Fremont,819,179,11,302
1935,Colorado,Garfield,661,115,10,322
1935,Colorado,Gilpin,20,14,2,9
1935,Colorado,Grand,168,66,10,52
1935,Colorado,Gunnison,412,55,6,51
1935,Colorado,Hinsdale,39,2,0,1
1935,Colorado,Huerfano,509,121,6,215
1935,Colorado,Jackson,135,68,7,34
1935,Colorado,Jefferson,1298,191,19,540
1935,Colorado,Kiowa,213,136,1,267
1935,Colorado,Kit Carson,306,501,6,917
1935,Colorado,Lake,25,4,3,7
1935,Colorado,La Plata,691,99,10,445
1935,Colorado,Larimer,884,216,37,910
1935,Colorado,Las Animas,931,384,7,578
1935,Colorado,Lincoln,314,396,8,550
1935,Colorado,Logan,405,458,17,1049
1935,Colorado,Mesa,1816,287,22,698
1935,Colorado,Mineral,27,9,2,11
1935,Colorado,Moffat,484,174,1,165
1935,Colorado,Montezuma,558,122,3,375
1935,Colorado,Montrose,711,173,6,584
1935,Colorado,Morgan,481,339,5,787
1935,Colorado,Otero,576,160,6,630
1935,Colorado,Ouray,160,18,3,48
1935,Colorado,Park,309,79,4,91
1935,Colorado,Phillips,172,228,2,474
1935,Colorado,Pitkin,151,16,0,39
1935,Colorado,Prowers,460,252,5,755
1935,Colorado,Pueblo,826,211,9,543
1935,Colorado,Rio Blanco,279,73,8,72
1935,Colorado,Rio Grande,332,78,4,323
1935,Colorado,Routt,595,182,11,306
1935,Colorado,Saguache,397,79,19,202
1935,Colorado,San Juan,,,,
1935,Colorado,San Miguel,248,23,3,69
1935,Colorado,Sedgwick,119,148,2,377
1935,Colorado,Summit,43,10,4,7
1935,Colorado,Teller,125,40,3,97
1935,Colorado,Washington,414,580,11,889
1935,Colorado,Weld,1684,740,21,3101
1935,Colorado,Yuma,579,610,14,973
1935,Connecticut,Fairfield,4201,206,126,327
1935,Connecticut,Hartford,5146,497,109,420
1935,Connecticut,Litchfield,4318,151,63,348
1935,Connecticut,Middlesex,2206,126,51,187
1935,Connecticut,New Haven,3731,275,50,351
1935,Connecticut,New London,3069,122,43,316
1935,Connecticut,Tolland,2333,79,28,171
1935,Connecticut,Windham,2727,139,22,219
1935,Delaware,Kent,1531,71,40,1229
1935,Delaware,New Castle,956,49,84,750
1935,Delaware,Sussex,3677,331,32,1631
1935,District Of Columbia,District Of Columbia,50,1,17,21
1935,Florida,Alachua,1313,187,45,610
1935,Florida,Baker,266,12,2,167
1935,Florida,Bay,177,10,2,34
1935,Florida,Bradford,595,30,1,316
1935,Florida,Brevard,574,8,106,33
1935,Florida,Broward,399,53,30,1068
1935,Florida,Calhoun,386,36,1,289
1935,Florida,Charlotte,106,11,6,26
1935,Florida,Citrus,234,2,13,49
1935,Florida,Clay,282,10,7,68
1935,Florida,Collier,16,1,3,34
1935,Florida,Columbia,825,68,1,554
1935,Florida,Dade,895,85,57,788
1935,Florida,DeSoto,374,8,39,20
1935,Florida,Dixie,214,15,2,51
1935,Florida,Duval,889,8,28,186
1935,Florida,Escambia,1213,89,4,522
1935,Florida,Flagler,99,18,3,14
1935,Florida,Franklin,40,0,0,4
1935,Florida,Gadsden,907,92,46,525
1935,Florida,Gilchrist,296,51,0,178
1935,Florida,Glades,122,4,0,48
1935,Florida,Gulf,71,17,1,35
1935,Florida,Hamilton,356,41,4,455
1935,Florida,Hardee,1033,52,49,351
1935,Florida,Hendry,117,5,12,56
1935,Florida,Hernando,390,28,11,93
1935,Florida,Highlands,323,41,247,55
1935,Florida,Hillsborough,2605,143,176,1185
1935,Florida,Holmes,897,49,2,863
1935,Florida,Indian River,522,13,18,69
1935,Florida,Jackson,1641,344,26,1947
1935,Florida,Jefferson,438,244,9,707
1935,Florida,Lafayette,279,24,0,137
1935,Florida,Lake,1759,50,670,86
1935,Florida,Lee,289,11,116,104
1935,Florida,Leon,476,167,4,1000
1935,Florida,Levy,607,56,1,297
1935,Florida,Liberty,181,8,0,43
1935,Florida,Madison,545,44,4,712
1935,Florida,Manatee,885,31,30,243
1935,Florida,Marion,2113,347,86,644
1935,Florida,Martin,159,2,2,23
1935,Florida,Monroe,69,4,6,31
1935,Florida,Nassau,534,21,3,132
1935,Florida,Okaloosa,639,36,14,438
1935,Florida,Okeechobee,220,0,2,43
1935,Florida,Orange,2637,59,270,314
1935,Florida,Osceola,509,2,10,25
1935,Florida,Palm Beach,499,91,50,648
1935,Florida,Pasco,1100,13,44,105
1935,Florida,Pinellas,552,19,109,89
1935,Florida,Polk,3128,74,450,428
1935,Florida,Putnam,932,26,24,34
1935,Florida,St Johns,428,8,4,73
1935,Florida,St Lucie,324,3,49,19
1935,Florida,Santa Rosa,691,87,5,483
1935,Florida,Sarasota,165,1,10,7
1935,Florida,Seminole,764,72,58,86
1935,Florida,Sumter,532,165,0,374
1935,Florida,Suwannee,1029,94,11,676
1935,Florida,Taylor,375,26,0,190
1935,Florida,Union,306,14,3,244
1935,Florida,Volusia,2666,45,41,231
1935,Florida,Wakulla,167,117,0,87
1935,Florida,Walton,886,95,7,492
1935,Florida,Washington,691,81,5,461
1935,Georgia,Appling,668,14,4,789
1935,Georgia,Atkinson,294,17,0,417
1935,Georgia,Bacon,381,17,0,457
1935,Georgia,Baker,173,21,5,945
1935,Georgia,Baldwin,216,54,4,746
1935,Georgia,Banks,447,36,4,1211
1935,Georgia,Barrow,447,61,0,1388
1935,Georgia,Bartow,619,91,8,1655
1935,Georgia,Ben Hill,337,78,0,508
1935,Georgia,Berrien,584,18,3,1119
1935,Georgia,Bibb,596,57,13,629
1935,Georgia,Bleckley,242,18,0,835
1935,Georgia,Brantley,433,14,0,366
1935,Georgia,Brooks,750,76,14,1487
1935,Georgia,Bryan,358,24,3,158
1935,Georgia,Bulloch,1097,75,0,2121
1935,Georgia,Burke,426,108,38,2627
1935,Georgia,Butts,263,29,2,926
1935,Georgia,Calhoun,172,22,13,1180
1935,Georgia,Camden,327,13,2,70
1935,Georgia,Candler,305,24,2,797
1935,Georgia,Carroll,1573,131,4,2991
1935,Georgia,Catoosa,487,84,1,610
1935,Georgia,Charlton,216,8,3,95
1935,Georgia,Chatham,178,47,9,165
1935,Georgia,Chattahoochee,75,17,0,242
1935,Georgia,Chattooga,470,42,8,930
1935,Georgia,Cherokee,921,97,7,1505
1935,Georgia,Clarke,271,38,14,616
1935,Georgia,Clay,238,36,1,703
1935,Georgia,Clayton,501,56,4,792
1935,Georgia,Clinch,204,1,2,134
1935,Georgia,Cobb,1294,94,2,1902
1935,Georgia,Coffee,720,92,1,1277
1935,Georgia,Colquitt,773,91,13,2104
1935,Georgia,Columbia,310,71,7,1006
1935,Georgia,Cook,399,26,2,893
1935,Georgia,Coweta,509,87,21,1654
1935,Georgia,Crawford,313,29,10,530
1935,Georgia,Crisp,288,30,18,1032
1935,Georgia,Dade,307,48,1,199
1935,Georgia,Dawson,288,21,0,420
1935,Georgia,Decatur,845,48,18,1105
1935,Georgia,DeKalb,1195,155,15,1328
1935,Georgia,Dodge,759,76,7,1681
1935,Georgia,Dooly,405,93,16,1509
1935,Georgia,Dougherty,185,16,34,585
1935,Georgia,Douglas,493,46,0,884
1935,Georgia,Early,417,81,7,1870
1935,Georgia,Echols,153,3,0,94
1935,Georgia,Effingham,590,102,3,329
1935,Georgia,Elbert,566,119,4,1587
1935,Georgia,Emanuel,708,74,10,2029
1935,Georgia,Evans,249,31,1,397
1935,Georgia,Fannin,1088,122,0,686
1935,Georgia,Fayette,355,34,2,1076
1935,Georgia,Floyd,965,67,8,1795
1935,Georgia,Forsyth,719,82,0,1315
1935,Georgia,Franklin,684,84,1,1586
1935,Georgia,Fulton,1275,208,34,2088
1935,Georgia,Gilmer,742,70,0,567
1935,Georgia,Glascock,208,1,0,475
1935,Georgia,Glynn,240,5,4,50
1935,Georgia,Gordon,851,85,3,1693
1935,Georgia,Grady,921,73,13,1168
1935,Georgia,Greene,416,48,1,1296
1935,Georgia,Gwinnett,1132,136,3,2540
1935,Georgia,Habersham,570,142,17,672
1935,Georgia,Hall,1040,121,3,2093
1935,Georgia,Hancock,356,77,4,1343
1935,Georgia,Haralson,754,77,3,1148
1935,Georgia,Harris,387,50,7,1018
1935,Georgia,Hart,617,89,1,1842
1935,Georgia,Heard,528,37,3,1089
1935,Georgia,Henry,576,84,4,1650
1935,Georgia,Houston,227,55,14,824
1935,Georgia,Irwin,340,60,6,1216
1935,Georgia,Jackson,661,84,6,2075
1935,Georgia,Jasper,246,57,6,848
1935,Georgia,Jeff Davis,407,7,1,608
1935,Georgia,Jefferson,588,92,6,1707
1935,Georgia,Jenkins,377,29,4,1058
1935,Georgia,Johnson,401,48,0,1330
1935,Georgia,Jones,298,66,8,804
1935,Georgia,Lamar,287,21,2,573
1935,Georgia,Lanier,258,22,0,307
1935,Georgia,Laurens,909,160,9,2881
1935,Georgia,Lee,127,38,17,789
1935,Georgia,Liberty,677,105,2,196
1935,Georgia,Lincoln,346,38,0,1230
1935,Georgia,Long,295,25,0,209
1935,Georgia,Lowndes,705,57,0,1080
1935,Georgia,Lumpkin,402,17,1,445
1935,Georgia,McDuffie,310,17,4,981
1935,Georgia,McIntosh,267,17,3,41
1935,Georgia,Macon,318,55,30,1225
1935,Georgia,Madison,541,96,4,1717
1935,Georgia,Marion,292,24,3,636
1935,Georgia,Meriwether,565,90,32,1599
1935,Georgia,Miller,329,18,5,1063
1935,Georgia,Mitchell,517,45,32,2245
1935,Georgia,Monroe,379,75,11,820
1935,Georgia,Montgomery,373,32,0,772
1935,Georgia,Morgan,303,55,17,1357
1935,Georgia,Murray,575,89,1,916
1935,Georgia,Muscogee,234,34,9,382
1935,Georgia,Newton,374,85,3,1115
1935,Georgia,Oconee,312,46,2,994
1935,Georgia,Oglethorpe,472,99,3,1659
1935,Georgia,Paulding,802,58,1,1227
1935,Georgia,Peach,143,52,7,486
1935,Georgia,Pickens,548,41,4,619
1935,Georgia,Pierce,657,29,4,768
1935,Georgia,Pike,295,58,11,1032
1935,Georgia,Polk,549,41,5,1338
1935,Georgia,Pulaski,187,51,4,745
1935,Georgia,Putnam,187,51,2,875
1935,Georgia,Quitman,61,8,1,292
1935,Georgia,Rabun,479,72,5,399
1935,Georgia,Randolph,351,76,13,1573
1935,Georgia,Richmond,455,65,12,615
1935,Georgia,Rockdale,252,13,1,527
1935,Georgia,Schley,208,18,0,646
1935,Georgia,Screven,833,98,6,1813
1935,Georgia,Seminole,280,54,6,596
1935,Georgia,Spalding,351,32,1,627
1935,Georgia,Stephens,369,60,3,774
1935,Georgia,Stewart,220,35,13,801
1935,Georgia,Sumter,389,79,27,1436
1935,Georgia,Talbot,278,56,6,651
1935,Georgia,Taliaferro,234,51,1,658
1935,Georgia,Tattnall,678,64,6,990
1935,Georgia,Taylor,445,46,4,787
1935,Georgia,Telfair,587,51,12,1095
1935,Georgia,Terrell,252,37,11,1714
1935,Georgia,Thomas,753,73,13,1453
1935,Georgia,Tift,332,52,13,857
1935,Georgia,Toombs,516,49,0,1029
1935,Georgia,Towns,447,84,2,307
1935,Georgia,Treutlen,237,6,1,622
1935,Georgia,Troup,470,92,8,1355
1935,Georgia,Turner,238,15,1,963
1935,Georgia,Twiggs,232,36,2,669
1935,Georgia,Union,721,92,2,530
1935,Georgia,Upson,369,34,31,824
1935,Georgia,Walker,1207,195,11,1203
1935,Georgia,Walton,475,86,4,2111
1935,Georgia,Ware,570,30,6,476
1935,Georgia,Warren,266,10,0,1192
1935,Georgia,Washington,574,107,13,2418
1935,Georgia,Wayne,525,48,0,456
1935,Georgia,Webster,158,32,1,538
1935,Georgia,Wheeler,366,37,3,780
1935,Georgia,White,411,100,3,498
1935,Georgia,Whitfield,874,110,3,1044
1935,Georgia,Wilcox,405,40,5,1257
1935,Georgia,Wilkes,566,121,3,1571
1935,Georgia,Wilkinson,372,53,4,751
1935,Georgia,Worth,512,135,11,1822
1935,Hawaii Territory,Hawaii,,,,
1935,Hawaii Territory,Honolulu,,,,
1935,Hawaii Territory,Kauai,,,,
1935,Hawaii Territory,Maui,,,,
1935,Idaho,Ada,1443,151,43,966
1935,Idaho,Adams,284,73,7,93
1935,Idaho,Bannock,1135,315,9,400
1935,Idaho,Bear Lake,623,124,11,63
1935,Idaho,Benewah,427,62,5,163
1935,Idaho,Bingham,1401,262,8,812
1935,Idaho,Blaine,208,60,3,118
1935,Idaho,Boise,164,28,3,38
1935,Idaho,Bonner,1162,84,5,200
1935,Idaho,Bonneville,954,188,6,540
1935,Idaho,Boundary,483,67,7,81
1935,Idaho,Butte,141,36,2,70
1935,Idaho,Camas,92,85,4,50
1935,Idaho,Canyon,2024,266,28,1265
1935,Idaho,Caribou,285,62,18,97
1935,Idaho,Cassia,766,170,9,401
1935,Idaho,Clark,86,24,4,39
1935,Idaho,Clearwater,332,67,4,167
1935,Idaho,Custer,246,34,12,73
1935,Idaho,Elmore,282,62,11,116
1935,Idaho,Franklin,835,97,1,130
1935,Idaho,Fremont,511,208,11,394
1935,Idaho,Gem,477,126,12,173
1935,Idaho,Gooding,407,113,17,466
1935,Idaho,Idaho,705,363,13,454
1935,Idaho,Jefferson,798,110,3,335
1935,Idaho,Jerome,445,125,10,449
1935,Idaho,Kootenai,1193,196,7,366
1935,Idaho,Latah,1060,306,7,515
1935,Idaho,Lemhi,406,42,9,116
1935,Idaho,Lewis,225,184,1,254
1935,Idaho,Lincoln,158,45,7,167
1935,Idaho,Madison,541,151,4,287
1935,Idaho,Minidoka,689,64,4,320
1935,Idaho,Nez Perce,631,290,14,455
1935,Idaho,Oneida,516,183,2,92
1935,Idaho,Owyhee,475,77,9,142
1935,Idaho,Payette,539,81,10,229
1935,Idaho,Power,183,197,2,162
1935,Idaho,Shoshone,268,1,4,19
1935,Idaho,Teton,252,119,0,162
1935,Idaho,Twin Falls,1374,279,30,1098
1935,Idaho,Valley,201,71,6,67
1935,Idaho,Washington,589,194,12,257
1935,Idaho,Yellowstone National Park,,,,
1935,Illinois,Adams,1660,550,13,1452
1935,Illinois,Alexander,242,100,4,671
1935,Illinois,Bond,625,468,11,667
1935,Illinois,Boone,486,112,33,587
1935,Illinois,Brown,575,153,7,482
1935,Illinois,Bureau,1121,296,20,1729
1935,Illinois,Calhoun,597,208,9,325
1935,Illinois,Carroll,822,111,31,781
1935,Illinois,Cass,370,185,5,584
1935,Illinois,Champaign,772,551,34,2052
1935,Illinois,Christian,797,508,24,1487
1935,Illinois,Clark,1035,698,6,796
1935,Illinois,Clay,869,810,14,662
1935,Illinois,Clinton,519,415,3,924
1935,Illinois,Coles,805,416,13,1052
1935,Illinois,Cook,1939,503,143,1436
1935,Illinois,Crawford,888,589,6,548
1935,Illinois,Cumberland,745,541,3,622
1935,Illinois,DeKalb,807,194,32,1321
1935,Illinois,De Witt,396,178,12,890
1935,Illinois,Douglas,382,278,23,807
1935,Illinois,Dupage,524,140,40,566
1935,Illinois,Edgar,913,401,11,1120
1935,Illinois,Edwards,468,413,2,362
1935,Illinois,Effingham,864,725,6,660
1935,Illinois,Fayette,1263,960,16,1281
1935,Illinois,Ford,352,171,7,1046
1935,Illinois,Franklin,1302,766,3,740
1935,Illinois,Fulton,1419,366,17,1745
1935,Illinois,Gallatin,386,331,5,485
1935,Illinois,Greene,644,349,22,906
1935,Illinois,Grundy,334,163,4,899
1935,Illinois,Hamilton,861,749,8,861
1935,Illinois,Hancock,1219,580,17,1591
1935,Illinois,Hardin,438,69,3,181
1935,Illinois,Henderson,321,141,5,593
1935,Illinois,Henry,1173,270,25,1643
1935,Illinois,Iroquois,999,512,36,2280
1935,Illinois,Jackson,1065,571,17,928
1935,Illinois,Jasper,776,938,3,773
1935,Illinois,Jefferson,1589,959,13,1036
1935,Illinois,Jersey,678,218,27,522
1935,Illinois,Jo Daviess,1283,176,14,670
1935,Illinois,Johnson,913,297,10,501
1935,Illinois,Kane,954,200,69,1012
1935,Illinois,Kankakee,830,320,18,1107
1935,Illinois,Kendall,449,108,11,626
1935,Illinois,Knox,958,314,11,1344
1935,Illinois,Lake,713,279,84,682
1935,Illinois,La Salle,1252,520,18,2334
1935,Illinois,Lawrence,532,428,14,601
1935,Illinois,Lee,888,213,11,1407
1935,Illinois,Livingston,823,473,18,2261
1935,Illinois,Logan,411,233,18,1355
1935,Illinois,McDonough,853,361,16,1238
1935,Illinois,McHenry,1141,289,87,1204
1935,Illinois,McLean,1108,483,53,2566
1935,Illinois,Macon,862,329,45,1384
1935,Illinois,Macoupin,1451,580,22,1716
1935,Illinois,Madison,1696,599,16,1497
1935,Illinois,Marion,1368,891,11,955
1935,Illinois,Marshall,320,173,6,744
1935,Illinois,Mason,290,234,16,824
1935,Illinois,Massac,741,182,13,241
1935,Illinois,Menard,318,172,4,568
1935,Illinois,Mercer,783,219,14,972
1935,Illinois,Monroe,473,285,6,740
1935,Illinois,Montgomery,1156,619,18,1373
1935,Illinois,Morgan,855,356,9,1046
1935,Illinois,Moultrie,457,261,15,762
1935,Illinois,Ogle,1080,248,77,1492
1935,Illinois,Peoria,1259,265,13,1150
1935,Illinois,Perry,675,696,8,586
1935,Illinois,Piatt,277,184,32,855
1935,Illinois,Pike,1370,459,7,1315
1935,Illinois,Pope,867,174,2,433
1935,Illinois,Pulaski,587,219,10,489
1935,Illinois,Putnam,178,69,3,306
1935,Illinois,Randolph,982,529,11,889
1935,Illinois,Richland,752,675,6,527
1935,Illinois,Rock Island,945,185,14,729
1935,Illinois,St Clair,1361,524,13,1529
1935,Illinois,Saline,1381,482,8,720
1935,Illinois,Sangamon,1327,481,28,1636
1935,Illinois,Schuyler,584,230,3,822
1935,Illinois,Scott,333,141,3,458
1935,Illinois,Shelby,1255,844,26,1643
1935,Illinois,Stark,317,111,6,532
1935,Illinois,Stephenson,1247,250,24,1185
1935,Illinois,Tazewell,817,369,21,1304
1935,Illinois,Union,1002,269,25,687
1935,Illinois,Vermilion,1362,550,28,1708
1935,Illinois,Wabash,346,275,4,362
1935,Illinois,Warren,569,223,12,1080
1935,Illinois,Washington,780,518,9,958
1935,Illinois,Wayne,1281,1090,9,1072
1935,Illinois,White,608,577,4,837
1935,Illinois,Whiteside,967,185,21,1572
1935,Illinois,Will,1295,421,24,1544
1935,Illinois,Williamson,1541,676,10,635
1935,Illinois,Winnebago,986,217,31,910
1935,Illinois,Woodford,613,312,24,1068
1935,Indiana,Adams,929,424,9,788
1935,Indiana,Allen,2199,640,14,1295
1935,Indiana,Bartholomew,1011,397,11,665
1935,Indiana,Benton,316,144,9,706
1935,Indiana,Blackford,563,175,9,342
1935,Indiana,Boone,1195,422,35,1071
1935,Indiana,Brown,762,170,6,266
1935,Indiana,Carroll,787,322,14,708
1935,Indiana,Cass,1119,345,10,871
1935,Indiana,Clark,1216,198,6,460
1935,Indiana,Clay,1316,549,11,634
1935,Indiana,Clinton,973,367,26,944
1935,Indiana,Crawford,1221,166,2,381
1935,Indiana,Daviess,1301,528,11,821
1935,Indiana,Dearborn,1610,100,5,300
1935,Indiana,Decatur,1190,153,22,673
1935,Indiana,DeKalb,1196,365,4,795
1935,Indiana,Delaware,1505,349,10,1010
1935,Indiana,Dubois,1439,367,6,397
1935,Indiana,Elkhart,2044,323,13,873
1935,Indiana,Fayette,574,82,10,410
1935,Indiana,Floyd,997,67,3,199
1935,Indiana,Fountain,743,330,14,739
1935,Indiana,Franklin,1226,130,8,564
1935,Indiana,Fulton,1036,369,7,687
1935,Indiana,Gibson,939,613,16,854
1935,Indiana,Grant,1365,430,20,941
1935,Indiana,Greene,1983,570,18,680
1935,Indiana,Hamilton,1299,456,40,883
1935,Indiana,Hancock,894,398,11,685
1935,Indiana,Harrison,1982,308,3,590
1935,Indiana,Hendricks,1389,368,15,908
1935,Indiana,Henry,1409,265,22,869
1935,Indiana,Howard,992,339,17,677
1935,Indiana,Huntington,1190,416,19,836
1935,Indiana,Jackson,1107,533,8,613
1935,Indiana,Jasper,656,263,20,894
1935,Indiana,Jay,1240,414,9,800
1935,Indiana,Jefferson,1484,197,6,556
1935,Indiana,Jennings,1084,183,15,483
1935,Indiana,Johnson,968,291,12,723
1935,Indiana,Knox,920,500,23,993
1935,Indiana,Kosciusko,1807,560,23,980
1935,Indiana,Lagrange,896,362,9,667
1935,Indiana,Lake,885,201,17,702
1935,Indiana,LaPorte,1432,354,40,739
1935,Indiana,Lawrence,1771,181,6,379
1935,Indiana,Madison,1856,474,17,1080
1935,Indiana,Marion,1565,410,57,932
1935,Indiana,Marshall,1519,418,13,858
1935,Indiana,Martin,951,192,2,319
1935,Indiana,Miami,1100,338,24,763
1935,Indiana,Monroe,1686,255,7,496
1935,Indiana,Montgomery,1140,356,22,1042
1935,Indiana,Morgan,1290,285,42,726
1935,Indiana,Newton,366,103,16,472
1935,Indiana,Noble,1251,370,21,903
1935,Indiana,Ohio,416,42,2,89
1935,Indiana,Orange,1482,226,12,385
1935,Indiana,Owen,996,341,9,373
1935,Indiana,Parke,1142,339,19,761
1935,Indiana,Perry,1152,235,2,375
1935,Indiana,Pike,950,598,6,519
1935,Indiana,Porter,939,292,19,595
1935,Indiana,Posey,626,425,14,730
1935,Indiana,Pulaski,733,245,13,729
1935,Indiana,Putnam,1558,332,15,661
1935,Indiana,Randolph,1529,444,12,1203
1935,Indiana,Ripley,1872,318,8,545
1935,Indiana,Rush,864,279,6,990
1935,Indiana,St Joseph,1831,384,17,827
1935,Indiana,Scott,716,140,5,227
1935,Indiana,Shelby,1080,392,32,979
1935,Indiana,Spencer,918,401,15,887
1935,Indiana,Starke,926,223,13,445
1935,Indiana,Steuben,857,274,17,555
1935,Indiana,Sullivan,1689,692,12,819
1935,Indiana,Switzerland,904,110,3,481
1935,Indiana,Tippecanoe,1043,331,43,964
1935,Indiana,Tipton,642,319,8,707
1935,Indiana,Union,365,63,6,297
1935,Indiana,Vanderburgh,1033,305,11,384
1935,Indiana,Vermillion,633,232,11,413
1935,Indiana,Vigo,1592,551,32,741
1935,Indiana,Wabash,1187,326,13,901
1935,Indiana,Warren,460,204,7,629
1935,Indiana,Warrick,1127,466,16,686
1935,Indiana,Washington,1609,311,16,547
1935,Indiana,Wayne,1405,177,14,807
1935,Indiana,Wells,1080,427,11,969
1935,Indiana,White,648,304,29,946
1935,Indiana,Whitley,1159,302,11,701
1935,Iowa,Adair,792,220,14,1156
1935,Iowa,Adams,664,183,9,781
1935,Iowa,Allamakee,1084,269,12,763
1935,Iowa,Appanoose,1031,322,12,939
1935,Iowa,Audubon,696,162,9,1012
1935,Iowa,Benton,924,341,23,1392
1935,Iowa,Black Hawk,995,237,17,1216
1935,Iowa,Boone,914,338,27,1288
1935,Iowa,Bremer,928,199,9,954
1935,Iowa,Buchanan,826,225,21,1363
1935,Iowa,Buena Vista,721,230,17,1211
1935,Iowa,Butler,715,238,11,1313
1935,Iowa,Calhoun,756,241,13,1164
1935,Iowa,Carroll,850,201,16,1085
1935,Iowa,Cass,859,217,17,1150
1935,Iowa,Cedar,942,166,21,1135
1935,Iowa,Cerro Gordo,623,185,23,1217
1935,Iowa,Cherokee,553,171,18,1161
1935,Iowa,Chickasaw,822,298,7,978
1935,Iowa,Clarke,561,127,11,857
1935,Iowa,Clay,545,202,14,1029
1935,Iowa,Clayton,1605,313,20,1120
1935,Iowa,Clinton,1291,197,32,1282
1935,Iowa,Crawford,1014,264,8,1309
1935,Iowa,Dallas,956,288,15,1209
1935,Iowa,Davis,935,253,23,767
1935,Iowa,Decatur,777,201,18,1092
1935,Iowa,Delaware,920,186,16,1223
1935,Iowa,Des Moines,914,266,16,698
1935,Iowa,Dickinson,338,124,17,811
1935,Iowa,Dubuque,1396,279,15,792
1935,Iowa,Emmet,368,106,15,826
1935,Iowa,Fayette,1265,385,9,1536
1935,Iowa,Floyd,725,259,17,953
1935,Iowa,Franklin,730,206,18,1200
1935,Iowa,Fremont,844,216,23,788
1935,Iowa,Greene,625,229,9,1264
1935,Iowa,Grundy,692,149,11,974
1935,Iowa,Guthrie,1022,227,16,1259
1935,Iowa,Hamilton,798,219,20,1226
1935,Iowa,Hancock,660,175,9,1191
1935,Iowa,Hardin,820,188,12,1219
1935,Iowa,Harrison,1037,278,9,1618
1935,Iowa,Henry,894,248,21,897
1935,Iowa,Howard,649,253,14,859
1935,Iowa,Humboldt,552,165,17,799
1935,Iowa,Ida,400,93,10,950
1935,Iowa,Iowa,925,250,27,1045
1935,Iowa,Jackson,1312,150,8,738
1935,Iowa,Jasper,1273,310,26,1516
1935,Iowa,Jefferson,841,232,15,810
1935,Iowa,Johnson,1239,323,17,987
1935,Iowa,Jones,1011,180,24,1007
1935,Iowa,Keokuk,1203,397,17,1086
1935,Iowa,Kossuth,895,314,25,1919
1935,Iowa,Lee,1262,311,10,603
1935,Iowa,Linn,2127,354,21,1346
1935,Iowa,Louisa,536,159,9,756
1935,Iowa,Lucas,703,274,13,740
1935,Iowa,Lyon,511,94,12,1268
1935,Iowa,Madison,862,274,7,1095
1935,Iowa,Mahaska,1181,270,17,1385
1935,Iowa,Marion,1001,276,15,1184
1935,Iowa,Marshall,873,242,22,1264
1935,Iowa,Mills,656,165,13,829
1935,Iowa,Mitchell,710,253,6,828
1935,Iowa,Monona,704,239,32,1207
1935,Iowa,Monroe,862,220,6,680
1935,Iowa,Montgomery,607,146,19,905
1935,Iowa,Muscatine,740,182,18,912
1935,Iowa,O Brien,612,192,6,1196
1935,Iowa,Osceola,328,101,7,881
1935,Iowa,Page,920,270,17,1092
1935,Iowa,Palo Alto,561,169,12,1205
1935,Iowa,Plymouth,922,314,12,1633
1935,Iowa,Pocahontas,650,204,9,1231
1935,Iowa,Polk,1545,370,26,1410
1935,Iowa,Pottawattamie,1754,437,39,1975
